#{"t_start": 1688359242.9913325, "env_id": "None"}
r,l,t
2.939488,5,82.234147
49.511545,71,97.160069
4.51984,6,98.739857
8.436631,13,101.678376
10.931718,13,104.689205
18.608471,21,109.235296
4.279204,7,110.816311
26.442861,36,118.79854
15.164018,22,123.894247
46.941739,66,138.858254
