#{"t_start": 1688331114.4563, "env_id": "None"}
r,l,t
38.701763,57,27.725679
18.105222,25,33.084478
35.063483,51,43.824435
11.78433,19,47.781146
3.505126,6,49.069912
47.070112,69,63.519407
14.32523,18,67.432728
7.443659,10,69.535912
7.798407,12,72.193903
7.583007,10,74.296101
